x,y,z,radius
2.996607110796551954e-01,1.078116034105436188e-01,6.361681388483224620e-01,1.247532326131480934e-01
3.837104610482455769e-02,1.168910185232400867e+00,8.373263260466323743e-02,9.755711133616433439e-02
1.118812308679611123e+00,5.637653325943534632e-01,1.350075531457247013e+00,9.117847658891901907e-02
2.538853990657483073e-01,1.679941688130751398e+00,5.681793734096234338e-01,1.150214177352191086e-01
1.966010866549468661e+00,1.703619292142071862e+00,1.866812243569069052e+00,1.360043105372854833e-01
1.930454337077647020e+00,8.406499752142048143e-01,1.598680937107797240e+00,9.461247100614522676e-02
9.129905369070917542e-01,1.008035097326693164e+00,7.830951380483964774e-01,8.591473060652692062e-02
1.884798617977822888e+00,8.647650022892960919e-02,3.511953661859965603e-01,1.046587706823099845e-01
1.706791680008556966e+00,5.391742004410517985e-01,9.985581221509906014e-01,1.058294888140021983e-01
5.295372516745859848e-01,3.949526722556271352e-01,5.603789696762719874e-01,4.438722417747203997e-02
5.437262945569178996e-01,1.002942587426793875e-01,9.722217454525351465e-01,3.407786722330882062e-02
1.241336376877050895e+00,1.467290307472278732e+00,3.706423478001629607e-02,5.833014904872541734e-02
6.345628020756309828e-01,5.241519437963410022e-01,1.936943435211838427e+00,1.054200537537561405e-01
1.803840797426010445e+00,4.792986938186318824e-01,6.275617970214291130e-01,9.507578247566755847e-02
5.551110093054787420e-01,6.179559382241999188e-01,1.522023607263779610e+00,2.242848008582954550e-02
3.210944113764323954e-02,1.465819144470714042e+00,8.425789585064331622e-01,5.825724371454307077e-02
9.114336594631591293e-01,1.527494231112802581e+00,1.838691675645495183e+00,3.152173669865321326e-02
1.519343273191389621e+00,1.673030984163572432e+00,1.691439935024828145e+00,4.121286826516516039e-02
1.560982949230537820e+00,1.824269206141757360e+00,9.669718050202253945e-01,7.795040718170632987e-02
3.410495408728912992e-01,1.652861263767816835e+00,1.111515289219944247e-01,9.271076946698444954e-02
2.305803156780279195e-01,1.140274041434639507e+00,2.103642141537285237e-01,4.604607773940621457e-02
1.469908181977654271e+00,5.353162171851204576e-01,1.038892060735586487e+00,4.226516286986468918e-02
6.246677272584106877e-01,6.525977801052034177e-01,6.482731855112093822e-01,6.914903143627465498e-02
2.975793458367581579e-02,1.421843513904423872e+00,1.982135063837152655e+00,9.914086287787213236e-02
3.403095220824117195e-01,1.723045547715558179e+00,7.042485458232534690e-01,2.612872595047619970e-02
1.001623454869270402e+00,1.511711347842032094e+00,5.300540445020403002e-01,8.857080341128406586e-02
1.990546706121021581e+00,1.311910919687766297e+00,1.169291446816197233e+00,8.598816121067062723e-02
1.948300408199312939e+00,6.165618779544417283e-01,1.101808522864499151e+00,6.819405261147686026e-02
8.521060854748110369e-01,1.425997837217802600e+00,9.802531581990202303e-02,7.246061507758963516e-02
1.403829676003698124e+00,8.110893480701930613e-03,5.600459868107199313e-03,1.028406325968776180e-01
1.096131686552105577e+00,1.119443914590678490e+00,2.206802169025205984e-01,3.873900516929783266e-02
1.228662144083684460e+00,1.897643552255013910e+00,1.968270132539985617e+00,1.414888622016756588e-02
1.399933290027160826e+00,1.197909101165397505e+00,1.010026593087862468e+00,1.074130922412363243e-01
1.824611688044355695e+00,1.050908067687303715e+00,3.210377693702852198e-01,7.843618414014517926e-02
5.801038528980838630e-04,6.155439008384134825e-01,7.681311570523664534e-01,9.796874251949150292e-02
1.412198509639083444e+00,6.057503340072452058e-01,1.710524529668667748e+00,5.383696013990241225e-02
1.847518502479992275e+00,1.315414072001241941e-02,1.022446624293006812e+00,8.416067230599741378e-02
9.053034936857464743e-01,8.033272043016759234e-02,7.841143285840099786e-01,4.696882194983274805e-02
1.558149996217811806e+00,7.848005704151552742e-01,1.878562415299630528e+00,6.118861546931667061e-02
6.236608202808842094e-01,6.002255393453590493e-01,2.508922892349449985e-01,7.758542574586639595e-02
1.374408151528724087e+00,1.937860808368490062e-01,8.991956195972337085e-01,5.922024080400361407e-02
1.034425530374335933e+00,6.933821183571959867e-01,4.893198208724311438e-01,8.974187570360037114e-02
7.232914631328866972e-02,2.164595130223470054e-01,3.719141795309783283e-01,8.810058492221306548e-02
1.485301494730189686e+00,3.880095377706282555e-03,1.996467236765764319e+00,1.060610540523640732e-01
1.449091537912856387e+00,3.170922660214781086e-01,1.546657394714268108e+00,4.919066973107625446e-02
1.499268944680242521e+00,1.175885116897462002e+00,1.721710774309758607e+00,6.259519890604368919e-02
2.237573549046802945e-01,6.478574939503840557e-01,1.434955134073540028e+00,7.979489802077698035e-02
1.690200033170502492e+00,1.946084798995374232e+00,1.618170096576771577e+00,6.437481283063432869e-02
2.717382370479548559e-01,2.449401461688136272e-01,1.876459052768373992e+00,5.805817872744532815e-02
3.808103137877789646e-01,9.246135478874961677e-02,4.170351040963482525e-02,9.156105781792304998e-02
1.570380787936821676e+00,5.304339819571350922e-01,1.944567664994143463e-01,7.464951754922430349e-02
1.452287529227724194e+00,1.083924506055821135e+00,1.726812650926473180e+00,2.479727923174269381e-03
4.992044452223158291e-01,9.276110795453499369e-01,1.526215307007385613e+00,6.891494322119948168e-02
1.218557519658602040e+00,4.214719165007400625e-01,3.834376499345699130e-01,6.152736427892563364e-02
1.741329038004741647e-01,9.078983535530328330e-01,6.275764037671738294e-02,4.348844506025511397e-02
1.365619683054917211e+00,1.272480830995953438e+00,1.359599905681508458e+00,4.458026830862906603e-02
1.830742459401224209e-01,1.095887367991144945e+00,1.805572968588433413e+00,9.611714196482579187e-02
7.848940642011734692e-01,1.570995579803726505e+00,2.981857189200847191e-01,5.947649970861482865e-02
7.540336218051523209e-01,2.901841510652756195e-01,1.384129345652054921e+00,1.805618353871027079e-02
6.313286144654239873e-01,1.801877861393028191e+00,7.554853002180560440e-01,4.663531115067059973e-02
1.172131361162563667e+00,7.448673381216073253e-01,1.492762879722465907e+00,5.785361071464235894e-02
1.556499681656760226e+00,8.228139249751100781e-01,1.797099685769620869e+00,1.292723030758279046e-02
1.647906899677295645e+00,1.214135099172853893e+00,2.921590176828558691e-02,5.005952782575385368e-02
1.963974013834265397e+00,1.963266660915825301e-01,1.993613734877975885e+00,7.575577214115929159e-02
1.274021886820791760e+00,1.877213431622486439e+00,4.864979145669872107e-01,1.031830698757358333e-01
1.529387146369652450e+00,2.772470736108942901e-01,1.548505195988592043e-01,5.657644672417443815e-02
1.465243427645915419e+00,9.564740444675362552e-01,5.720426659999298113e-01,8.807968112550772222e-02
4.174381058164706171e-01,3.979327694744447808e-01,1.042394880045102834e+00,6.848801104672462559e-02
1.893485386980160001e+00,4.953956263007410210e-01,7.434274859803740032e-01,2.785805409231832674e-02
1.740179913238881992e+00,1.558381539142902783e+00,9.886073651082305513e-01,7.329391427983257545e-02
1.240937588336517017e+00,8.220221096871298538e-01,2.445019706158168826e-01,6.139967860455614046e-02
1.159463506588035431e+00,9.318025873006047233e-01,7.181590277758915786e-01,4.405805870800263285e-02
1.460101719706595969e+00,9.089585530213423192e-01,8.858134153156779211e-01,4.575764532047132960e-02
8.821931437842046586e-01,8.086463388438585032e-01,3.733999173508477099e-01,5.417818487915124909e-02
6.248250126045926667e-01,1.440298859323919656e+00,1.513459084373449670e+00,7.142808738427670889e-02
1.209241374911200095e+00,1.754648183090452118e+00,1.755787172083098424e+00,6.007517225889972418e-02
1.830375505586480100e+00,1.388294257830159362e+00,1.699592980312868651e+00,8.422301905567058933e-02
2.153041697680619926e-01,8.861658842023125704e-01,1.626957909493043752e+00,6.755574566889378796e-02
4.690648198021805104e-01,1.758314539838888635e+00,1.011809482479187228e+00,6.097210907658492940e-02
5.288235544256547627e-01,1.605255022364765027e+00,7.519652321147826113e-01,4.621999031903804844e-02
1.120216868214613415e+00,1.303190014832648513e+00,8.068772850766617877e-01,6.585266374216075524e-02
1.312718116262596491e+00,6.023221153241657966e-01,1.256690595127451897e-02,7.499963221084167408e-02
6.970094500555833461e-01,5.865983803700206556e-01,1.004758472803006342e+00,5.006961049199817188e-02
6.625013832381042578e-01,1.273492376553339689e+00,1.279574258188687308e+00,3.967298785813344261e-03
1.269891771004155734e+00,2.807521686303768305e-01,1.857076292888486968e+00,5.630116624647350104e-02
1.101511361438813896e+00,1.709531321436603690e-01,1.154558124586444023e+00,2.345124031480991939e-02
4.123146672269484281e-01,1.316482715704523354e+00,1.959955413475107378e+00,7.426848960001597444e-02
2.810226646944468665e-01,3.144074669109808706e-01,8.546448617521249513e-01,4.863246808008662991e-02
1.472934142305563909e-01,1.423489068338159802e+00,4.145601953468027734e-01,6.300658685623419797e-02
2.280378782012270900e-01,1.998697979046350381e+00,1.495965963293914180e+00,8.463034893148781157e-02
2.110910252118172181e-01,7.134675238443652923e-01,1.021470518964101348e+00,6.781645977802874814e-02
9.702982530906373304e-01,1.245308565478748575e+00,6.813234564559083051e-01,4.442095002951941540e-02
9.458359626440295820e-01,3.734619411302324554e-01,3.591922382553511262e-01,5.632370344762721581e-02
4.444044617101305938e-01,2.358221899552836731e-01,3.623315403034634841e-01,6.633370242903258163e-02
8.763123246059030258e-01,1.120532375488733967e+00,3.671193797638283574e-01,5.117376639810442690e-02
1.189802111895702952e+00,1.721729799375996128e+00,7.413833264867089046e-01,6.780616511076692499e-02
8.779518720751573468e-01,8.297094102359119372e-01,1.059258860534293412e+00,5.842048514555363975e-02
7.426885720568677796e-01,1.909215456589559157e+00,1.041886793418511870e+00,3.681070527138902843e-02
1.783089503526850805e+00,5.766426751200806056e-01,3.963449051188858707e-01,6.142890432758475738e-02
4.331247118827781240e-01,3.321922051932557629e-02,1.372315801197606433e+00,6.305075545944635595e-02
4.367082547049239150e-01,2.843387177771456997e-01,1.710889291779278620e+00,5.856952135551151545e-02
9.761600906618824736e-01,1.290940430320371091e+00,1.996670447918061253e+00,6.728386767422457615e-02
1.298531654086133580e+00,1.858843610874962859e+00,1.988191533018215384e-01,6.242830023986115778e-02
1.102310347325144102e+00,1.261628560397443088e+00,1.504896897785571008e+00,4.874281720662386463e-02
9.935844386760699365e-01,1.208129232210856108e+00,1.127417449642494462e+00,6.842027897550947979e-02
5.827979584895979226e-01,3.543845882378304779e-02,7.320137890802520531e-01,5.609425729814446204e-02
1.674284228728209589e+00,1.253551079569595217e+00,7.234830232708242548e-01,6.158029152747698104e-02
3.559684395143538627e-01,1.340343980102219001e+00,1.489590457146968250e+00,6.231960112143278968e-02
6.930146183951727545e-01,1.900563447212487489e+00,9.730223915089781794e-01,5.964552487599045910e-03
1.184121095529250933e+00,1.236266244004593506e-01,5.229750417482210700e-01,7.516884832152373463e-02
2.558776458633999495e-01,1.613721763363461070e+00,1.996465288437186070e+00,7.297775810906721727e-02
1.053017430248814716e-02,1.885919161410331224e+00,5.042124937570600096e-01,5.815257807161889475e-02
1.113932351981861357e+00,4.927793627001486598e-02,7.611092098650263926e-01,5.068018732857405145e-02
2.115115167021819342e-01,1.251236844453734731e+00,8.773285421527188266e-01,3.329000278212291414e-02
4.193152521756224882e-01,9.168274670251512770e-01,3.487977592357240364e-01,7.679929740434458807e-02
5.459222997772055219e-01,1.826884041667023562e+00,2.948687618538314847e-01,6.548743568430240303e-02
7.041571381967792753e-02,1.024165149760515980e+00,1.438340844226540627e+00,5.398557047763467148e-02
6.663145371498746528e-01,9.097093539632843395e-01,9.558948968597278384e-01,5.827567531178766413e-02
1.500656367305845951e-01,1.697440231279166101e+00,3.900827129425199491e-01,4.897734262241915798e-02
3.879900388334304728e-01,1.576613042067847692e+00,1.152173690456133048e+00,5.971370969511193005e-02
1.028294489812682677e+00,1.814163976991947314e+00,9.107125636831669979e-02,6.455405726833167435e-02
1.021259486010838380e+00,6.014777721737065708e-01,2.640535059664950168e-01,3.656688864907055303e-02
1.055656482028680232e+00,1.623270868460500171e-01,1.736791384950227002e-01,6.537019746766886685e-02
1.785479314666906792e+00,1.981173495298805598e+00,5.960064054473790396e-01,6.569895430304605044e-02
8.648791244874582951e-01,1.561276846211549774e-01,1.975263985906161812e+00,9.012089576181438189e-02
8.055533109080073029e-01,1.814361305783330103e+00,1.431198306563689959e+00,2.419802245104746979e-02
9.762292295519657825e-01,8.822425255615682360e-01,1.921467220294455602e+00,4.624235552519477543e-02
1.737468562891192114e+00,1.804423131869690389e+00,1.971388323243995044e+00,3.833065832469245704e-02
8.990933921597279443e-01,6.641596602194399512e-01,1.554632421785809182e+00,5.159201434764365546e-02
1.483961114249807700e-01,1.192151594909767409e+00,5.974546331908692220e-01,6.486116014906000149e-02
5.788470934338789675e-01,1.084553093704752724e+00,7.199381179601370417e-02,7.051970022953131523e-02
1.610449466426637999e+00,1.240197613414810718e-01,1.637835023695296321e+00,3.587362278239970143e-02
5.489176515778799725e-01,4.477036367429161334e-01,4.694624425574533966e-02,6.340332528756616182e-02
3.755327054141484044e-01,1.463797410871972460e+00,9.530250936489981228e-01,2.984328497548163761e-02
1.215894362056865852e+00,6.251786504383666232e-01,1.697868398226325404e-01,4.546500143989191944e-02
1.706785954707923103e-01,6.450792254014081628e-02,1.272025599002501339e+00,5.852309050251408573e-02
6.559947947882227570e-01,7.283139746578196627e-01,1.267175614707333864e+00,3.474826955613347090e-02
1.727414010953181922e+00,8.644731541096809524e-01,1.003731694777984851e+00,4.983692892993481921e-02
1.302422117644070454e+00,1.309819076011282224e+00,1.027248058912726414e-01,2.445614909327542899e-02
